shelfmark	issued	titles	bundles	no bundle	quota bundles	rvk	no rvk	quota rvk
SD	2013	125	77	48	61,60	77	48	61,60
SD	2012	132	96	36	72,73	96	36	72,73
SD	2011	108	81	27	75,00	80	28	74,07
SD	2010	133	105	28	78,95	103	30	77,44
SDA	2018	1	0	1	0,00	0	1	0,00
SDA	2017	2	0	2	0,00	0	2	0,00
SDA	2016	2	0	2	0,00	0	2	0,00
SDA	2015	4	0	4	0,00	0	4	0,00
SDA	2014	6	3	3	50,00	3	3	50,00
SDA	2013	8	3	5	37,50	3	5	37,50
SDA	2012	5	3	2	60,00	3	2	60,00
SDA	2011	3	2	1	66,67	2	1	66,67
SDA	2010	3	2	1	66,67	2	1	66,67
SDD	2015	1	1	0	100,00	1	0	100,00
SDD	2013	1	1	0	100,00	1	0	100,00
SDE	2016	2	2	0	100,00	2	0	100,00
SDH	2013	1	1	0	100,00	1	0	100,00
SDH	2012	1	1	0	100,00	1	0	100,00
SDH	2011	2	2	0	100,00	2	0	100,00
SDH	2010	2	2	0	100,00	2	0	100,00
SDI	2016	1	1	0	100,00	1	0	100,00
SDI	2013	1	1	0	100,00	1	0	100,00
SDI	2011	1	1	0	100,00	1	0	100,00
SDI	2010	2	0	2	0,00	0	2	0,00
SDJ	2018	1	0	1	0,00	0	1	0,00
SDJ	2016	4	3	1	75,00	2	2	50,00
SDJ	2015	1	1	0	100,00	1	0	100,00
SDJ	2012	1	1	0	100,00	1	0	100,00
SDJ	2010	1	1	0	100,00	1	0	100,00
SDK	2016	1	1	0	100,00	1	0	100,00
SDK	2015	3	1	2	33,33	1	2	33,33
SDK	2014	1	1	0	100,00	1	0	100,00
SDK	2013	5	1	4	20,00	1	4	20,00
SDK	2012	2	0	2	0,00	0	2	0,00
SDL	2014	1	1	0	100,00	1	0	100,00
SDL	2013	1	0	1	0,00	0	1	0,00
SDL	2012	4	0	4	0,00	0	4	0,00
SDL	2011	3	0	3	0,00	0	3	0,00
SDN	2016	3	3	0	100,00	3	0	100,00
SDN	2015	1	1	0	100,00	1	0	100,00
SDN	2014	2	1	1	50,00	1	1	50,00
SDN	2013	5	2	3	40,00	2	3	40,00
SDN	2012	1	1	0	100,00	1	0	100,00
SDN	2011	2	2	0	100,00	2	0	100,00
SDO	2016	1	1	0	100,00	1	0	100,00
SDO	2010	1	1	0	100,00	1	0	100,00
SDP	2018	10	1	9	10,00	1	9	10,00
SDP	2017	10	8	2	80,00	8	2	80,00
SDP	2016	10	2	8	20,00	2	8	20,00
SDP	2015	8	6	2	75,00	6	2	75,00
SDP	2014	13	13	0	100,00	13	0	100,00
SDP	2013	13	11	2	84,62	11	2	84,62
SDP	2012	28	24	4	85,71	24	4	85,71
SDP	2011	24	20	4	83,33	19	5	79,17
SDP	2010	26	21	5	80,77	21	5	80,77
SDR	2018	3	3	0	100,00	3	0	100,00
SDR	2017	5	4	1	80,00	4	1	80,00
SDR	2016	9	8	1	88,89	7	2	77,78
SDR	2015	12	12	0	100,00	12	0	100,00
SDR	2014	10	10	0	100,00	10	0	100,00
SDR	2013	14	13	1	92,86	13	1	92,86
SDR	2012	12	11	1	91,67	11	1	91,67
SDR	2011	7	7	0	100,00	7	0	100,00
SDR	2010	20	20	0	100,00	20	0	100,00
SDS	2018	1	1	0	100,00	1	0	100,00
SDS	2017	9	8	1	88,89	8	1	88,89
SDS	2016	2	2	0	100,00	2	0	100,00
SDS	2015	1	1	0	100,00	1	0	100,00
SDS	2014	3	3	0	100,00	3	0	100,00
SDS	2013	8	5	3	62,50	5	3	62,50
SDS	2012	11	11	0	100,00	11	0	100,00
SDS	2011	2	2	0	100,00	2	0	100,00
SDS	2010	5	2	3	40,00	2	3	40,00
SDT	2018	1	1	0	100,00	1	0	100,00
SDT	2015	1	1	0	100,00	1	0	100,00
SDT	2014	1	1	0	100,00	1	0	100,00
SDT	2012	1	1	0	100,00	1	0	100,00
SDT	2011	1	1	0	100,00	1	0	100,00
SDT	2010	2	2	0	100,00	2	0	100,00
SDV	2018	8	5	3	62,50	5	3	62,50
SDV	2017	5	5	0	100,00	5	0	100,00
SDV	2016	3	3	0	100,00	3	0	100,00
SDV	2015	9	8	1	88,89	8	1	88,89
SDV	2014	11	11	0	100,00	11	0	100,00
SDV	2013	14	12	2	85,71	12	2	85,71
SDV	2012	16	16	0	100,00	16	0	100,00
SDV	2011	17	16	1	94,12	16	1	94,12
SDV	2010	23	23	0	100,00	22	1	95,65
SDW	2015	2	2	0	100,00	2	0	100,00
SDW	2014	1	1	0	100,00	1	0	100,00
SDW	2013	1	1	0	100,00	1	0	100,00
SDW	2011	3	3	0	100,00	3	0	100,00
SDX	2017	4	4	0	100,00	4	0	100,00
SDX	2016	2	2	0	100,00	2	0	100,00
SDX	2015	5	5	0	100,00	5	0	100,00
SDX	2014	8	7	1	87,50	7	1	87,50
SDX	2012	3	3	0	100,00	3	0	100,00
SDX	2011	3	3	0	100,00	3	0	100,00
SDX	2010	5	2	3	40,00	2	3	40,00
SDY	2018	2	2	0	100,00	2	0	100,00
SDY	2017	9	7	2	77,78	7	2	77,78
SDY	2016	12	12	0	100,00	12	0	100,00
SDY	2015	15	8	7	53,33	7	8	46,67
SDY	2014	21	19	2	90,48	18	3	85,71
SDY	2013	26	23	3	88,46	23	3	88,46
SDY	2012	23	22	1	95,65	22	1	95,65
SDY	2011	21	19	2	90,48	19	2	90,48
SDY	2010	33	27	6	81,82	26	7	78,79
SDZ	2018	1	1	0	100,00	1	0	100,00
SDZ	2016	9	4	5	44,44	4	5	44,44
SDZ	2015	13	6	7	46,15	6	7	46,15
SDZ	2014	13	1	12	7,69	1	12	7,69
SDZ	2013	27	3	24	11,11	3	24	11,11
SDZ	2012	24	2	22	8,33	2	22	8,33
SDZ	2011	19	3	16	15,79	3	16	15,79
SDZ	2010	10	2	8	20,00	2	8	20,00
SE	2018	20	18	2	90,00	17	3	85,00
SE	2017	37	34	3	91,89	34	3	91,89
SE	2016	57	42	15	73,68	41	16	71,93
SE	2015	86	65	21	75,58	63	23	73,26
SE	2014	87	72	15	82,76	71	16	81,61
SE	2013	78	62	16	79,49	61	17	78,21
SE	2012	55	47	8	85,45	45	10	81,82
SE	2011	155	81	74	52,26	80	75	51,61
SE	2010	151	89	62	58,94	88	63	58,28
SEA	2018	1	1	0	100,00	1	0	100,00
SEA	2017	1	1	0	100,00	1	0	100,00
SEA	2016	3	1	2	33,33	1	2	33,33
SEA	2015	2	2	0	100,00	2	0	100,00
SEA	2014	2	2	0	100,00	2	0	100,00
SEA	2013	5	3	2	60,00	3	2	60,00
SEA	2012	4	2	2	50,00	2	2	50,00
SEA	2011	6	2	4	33,33	2	4	33,33
SEA	2010	4	3	1	75,00	3	1	75,00
SED	2018	2	2	0	100,00	2	0	100,00
SED	2017	7	7	0	100,00	7	0	100,00
SED	2016	9	7	2	77,78	7	2	77,78
SED	2015	17	16	1	94,12	16	1	94,12
SED	2014	10	10	0	100,00	10	0	100,00
SED	2013	16	16	0	100,00	16	0	100,00
SED	2012	7	7	0	100,00	7	0	100,00
SED	2011	26	25	1	96,15	25	1	96,15
SED	2010	31	29	2	93,55	29	2	93,55
SEF	2016	2	1	1	50,00	1	1	50,00
SEF	2014	3	3	0	100,00	3	0	100,00
SEF	2012	1	1	0	100,00	1	0	100,00
SEG	2018	1	1	0	100,00	1	0	100,00
SEG	2017	2	2	0	100,00	2	0	100,00
SEG	2016	4	4	0	100,00	3	1	75,00
SEG	2015	13	13	0	100,00	13	0	100,00
SEG	2014	18	18	0	100,00	18	0	100,00
SEG	2013	11	11	0	100,00	10	1	90,91
SEG	2012	11	11	0	100,00	11	0	100,00
SEG	2011	9	9	0	100,00	9	0	100,00
SEG	2010	18	17	1	94,44	17	1	94,44
SEH	2018	6	4	2	66,67	4	2	66,67
SEH	2017	9	9	0	100,00	9	0	100,00
SEH	2016	6	6	0	100,00	6	0	100,00
SEH	2015	8	8	0	100,00	8	0	100,00
SEH	2014	7	7	0	100,00	7	0	100,00
SEH	2013	14	14	0	100,00	14	0	100,00
SEH	2012	9	9	0	100,00	9	0	100,00
SEH	2011	18	17	1	94,44	17	1	94,44
SEH	2010	15	14	1	93,33	14	1	93,33
SEI	2018	6	6	0	100,00	6	0	100,00
SEI	2017	13	13	0	100,00	13	0	100,00
SEI	2016	10	10	0	100,00	10	0	100,00
SEI	2015	10	10	0	100,00	10	0	100,00
SEI	2014	13	13	0	100,00	13	0	100,00
SEI	2013	7	7	0	100,00	7	0	100,00
SEI	2012	7	7	0	100,00	7	0	100,00
SEI	2011	11	11	0	100,00	11	0	100,00
SEI	2010	16	16	0	100,00	16	0	100,00
SEK	2011	1	1	0	100,00	1	0	100,00
SEL	2018	4	4	0	100,00	3	1	75,00
SEL	2017	3	2	1	66,67	2	1	66,67
SEL	2016	16	12	4	75,00	12	4	75,00
SEL	2015	15	8	7	53,33	8	7	53,33
SEL	2014	19	18	1	94,74	18	1	94,74
SEL	2013	9	9	0	100,00	9	0	100,00
SEL	2012	7	7	0	100,00	6	1	85,71
SEL	2011	13	12	1	92,31	12	1	92,31
SEL	2010	11	9	2	81,82	8	3	72,73
SEM	2015	7	7	0	100,00	5	2	71,43
SEM	2014	1	1	0	100,00	0	1	0,00
SEM	2013	1	0	1	0,00	0	1	0,00
SEM	2012	2	2	0	100,00	1	1	50,00
SEM	2011	3	2	1	66,67	1	2	33,33
SEM	2010	2	1	1	50,00	1	1	50,00
SET	2016	1	1	0	100,00	1	0	100,00
SET	2015	1	1	0	100,00	1	0	100,00
SET	2013	2	2	0	100,00	2	0	100,00
SET	2012	1	1	0	100,00	1	0	100,00
SET	2011	2	2	0	100,00	2	0	100,00
SF	2018	5	1	4	20,00	1	4	20,00
SF	2017	12	3	9	25,00	2	10	16,67
SF	2016	2	2	0	100,00	2	0	100,00
SF	2015	2	2	0	100,00	1	1	50,00
SF	2014	9	4	5	44,44	3	6	33,33
SF	2013	2	2	0	100,00	2	0	100,00
SF	2012	2	1	1	50,00	1	1	50,00
SF	2011	2	2	0	100,00	2	0	100,00
SF	2010	7	6	1	85,71	6	1	85,71
SFC	2012	1	1	0	100,00	1	0	100,00
SFC	2010	3	3	0	100,00	3	0	100,00
SFL	2015	1	1	0	100,00	1	0	100,00
SFM	2017	1	0	1	0,00	0	1	0,00
SFM	2013	1	1	0	100,00	1	0	100,00
SFM	2011	1	1	0	100,00	1	0	100,00
SFM	2010	2	2	0	100,00	2	0	100,00
SFP	2018	1	1	0	100,00	1	0	100,00
SFP	2017	1	1	0	100,00	1	0	100,00
SFQ	2017	2	2	0	100,00	1	1	50,00
SFQ	2014	2	2	0	100,00	2	0	100,00
SFQ	2013	1	1	0	100,00	1	0	100,00
SFQ	2012	1	0	1	0,00	0	1	0,00
SFQ	2010	2	1	1	50,00	1	1	50,00
SFS	2016	1	1	0	100,00	1	0	100,00
SFS	2014	3	0	3	0,00	0	3	0,00
SFS	2011	1	1	0	100,00	1	0	100,00
SFT	2018	3	0	3	0,00	0	3	0,00
SFT	2017	8	0	8	0,00	0	8	0,00
SFT	2014	1	1	0	100,00	1	0	100,00
SFV	2016	1	1	0	100,00	1	0	100,00
SFV	2015	1	1	0	100,00	0	1	0,00
SO	2019	1	1	0	100,00	1	0	100,00
SO	2018	5	4	1	80,00	3	2	60,00
SO	2017	28	22	6	78,57	22	6	78,57
SO	2016	24	23	1	95,83	23	1	95,83
SO	2015	18	18	0	100,00	18	0	100,00
SO	2014	39	33	6	84,62	33	6	84,62
SO	2013	45	44	1	97,78	44	1	97,78
SO	2012	46	45	1	97,83	45	1	97,83
SO	2011	49	45	4	91,84	45	4	91,84
SO	2010	76	70	6	92,11	70	6	92,11
SOA	2014	3	1	2	33,33	1	2	33,33
SOA	2011	1	1	0	100,00	1	0	100,00
SOA	2010	2	2	0	100,00	2	0	100,00
SOB	2017	3	1	2	33,33	1	2	33,33
SOB	2016	1	1	0	100,00	1	0	100,00
SOB	2014	1	1	0	100,00	1	0	100,00
SOB	2012	2	2	0	100,00	2	0	100,00
SOB	2011	3	3	0	100,00	3	0	100,00
SOB	2010	5	4	1	80,00	4	1	80,00
SOC	2017	2	2	0	100,00	2	0	100,00
SOC	2016	2	2	0	100,00	2	0	100,00
SOC	2015	1	1	0	100,00	1	0	100,00
SOC	2014	8	4	4	50,00	4	4	50,00
SOC	2013	4	4	0	100,00	4	0	100,00
SOC	2012	10	10	0	100,00	10	0	100,00
SOC	2011	4	3	1	75,00	3	1	75,00
SOC	2010	8	7	1	87,50	7	1	87,50
SOD	2016	1	0	1	0,00	0	1	0,00
SOD	2015	1	1	0	100,00	1	0	100,00
SOD	2014	3	3	0	100,00	3	0	100,00
SOD	2013	4	3	1	75,00	3	1	75,00
SOD	2012	2	2	0	100,00	2	0	100,00
SOD	2011	6	5	1	83,33	5	1	83,33
SOD	2010	6	5	1	83,33	5	1	83,33
SOE	2019	1	1	0	100,00	1	0	100,00
SOE	2018	2	2	0	100,00	1	1	50,00
SOE	2017	10	10	0	100,00	10	0	100,00
SOE	2016	9	9	0	100,00	9	0	100,00
SOE	2015	5	5	0	100,00	5	0	100,00
SOE	2014	6	6	0	100,00	6	0	100,00
SOE	2013	8	8	0	100,00	8	0	100,00
SOE	2012	9	8	1	88,89	8	1	88,89
SOE	2011	8	8	0	100,00	8	0	100,00
SOE	2010	14	12	2	85,71	12	2	85,71
SOF	2017	1	1	0	100,00	1	0	100,00
SOF	2015	5	5	0	100,00	5	0	100,00
SOF	2014	1	1	0	100,00	1	0	100,00
SOF	2013	2	2	0	100,00	2	0	100,00
SOF	2012	3	3	0	100,00	3	0	100,00
SOF	2011	6	5	1	83,33	5	1	83,33
SOF	2010	3	3	0	100,00	3	0	100,00
SOG	2017	1	1	0	100,00	1	0	100,00
SOG	2016	1	1	0	100,00	1	0	100,00
SOG	2011	1	0	1	0,00	0	1	0,00
SOH	2014	1	1	0	100,00	1	0	100,00
SOH	2013	1	1	0	100,00	1	0	100,00
SOH	2010	4	4	0	100,00	4	0	100,00
SOI	2017	1	1	0	100,00	1	0	100,00
SOI	2016	1	1	0	100,00	1	0	100,00
SOI	2011	1	1	0	100,00	1	0	100,00
SOI	2010	1	1	0	100,00	1	0	100,00
SOJ	2015	1	1	0	100,00	1	0	100,00
SOJ	2013	2	2	0	100,00	2	0	100,00
SOJ	2011	1	1	0	100,00	1	0	100,00
SOJ	2010	2	2	0	100,00	2	0	100,00
SOK	2018	1	1	0	100,00	1	0	100,00
SOK	2017	1	1	0	100,00	1	0	100,00
SOK	2016	2	2	0	100,00	2	0	100,00
SOK	2014	4	4	0	100,00	4	0	100,00
SOK	2013	9	9	0	100,00	9	0	100,00
SOK	2012	5	5	0	100,00	5	0	100,00
SOK	2011	4	4	0	100,00	4	0	100,00
SOK	2010	9	9	0	100,00	9	0	100,00
SOL	2018	1	0	1	0,00	0	1	0,00
SOL	2017	1	1	0	100,00	1	0	100,00
SOL	2015	1	1	0	100,00	1	0	100,00
SOL	2014	1	1	0	100,00	1	0	100,00
SOL	2013	2	2	0	100,00	2	0	100,00
SOL	2012	2	2	0	100,00	2	0	100,00
SOL	2010	1	1	0	100,00	1	0	100,00
SOM	2017	1	1	0	100,00	1	0	100,00
SOM	2010	2	2	0	100,00	2	0	100,00
SON	2017	6	2	4	33,33	2	4	33,33
SON	2016	3	3	0	100,00	3	0	100,00
SON	2015	3	3	0	100,00	3	0	100,00
SON	2014	5	5	0	100,00	5	0	100,00
SON	2013	9	9	0	100,00	9	0	100,00
SON	2012	5	5	0	100,00	5	0	100,00
SON	2011	5	5	0	100,00	5	0	100,00
SON	2010	9	9	0	100,00	9	0	100,00
SOO	2018	1	1	0	100,00	1	0	100,00
SOO	2017	1	1	0	100,00	1	0	100,00
SOO	2016	4	4	0	100,00	4	0	100,00
SOO	2015	1	1	0	100,00	1	0	100,00
SOO	2014	6	6	0	100,00	6	0	100,00
SOO	2013	4	4	0	100,00	4	0	100,00
SOO	2012	5	5	0	100,00	5	0	100,00
SOO	2011	6	6	0	100,00	6	0	100,00
SOO	2010	7	6	1	85,71	6	1	85,71
SOP	2012	3	3	0	100,00	3	0	100,00
SOP	2011	3	3	0	100,00	3	0	100,00
SOP	2010	2	2	0	100,00	2	0	100,00
SOR	2010	1	1	0	100,00	1	0	100,00
TE	2018	48	44	4	91,67	39	9	81,25
TE	2017	48	41	7	85,42	40	8	83,33
TE	2016	69	69	0	100,00	67	2	97,10
TE	2015	86	84	2	97,67	82	4	95,35
TE	2014	47	45	2	95,74	43	4	91,49
TE	2013	48	45	3	93,75	45	3	93,75
TE	2012	50	46	4	92,00	46	4	92,00
TE	2011	74	72	2	97,30	72	2	97,30
TE	2010	76	61	15	80,26	60	16	78,95
TEA	2016	1	1	0	100,00	1	0	100,00
TEA	2015	3	3	0	100,00	3	0	100,00
TEA	2013	1	1	0	100,00	1	0	100,00
TEA	2010	1	1	0	100,00	1	0	100,00
TEB	2018	2	2	0	100,00	2	0	100,00
TEB	2015	1	1	0	100,00	1	0	100,00
TEB	2014	1	1	0	100,00	1	0	100,00
TEB	2012	1	1	0	100,00	1	0	100,00
TEB	2011	4	4	0	100,00	4	0	100,00
TEB	2010	2	2	0	100,00	2	0	100,00
TED	2018	1	1	0	100,00	1	0	100,00
TED	2017	6	6	0	100,00	6	0	100,00
TED	2016	4	4	0	100,00	4	0	100,00
TED	2015	3	2	1	66,67	2	1	66,67
TED	2014	2	2	0	100,00	2	0	100,00
TED	2013	2	2	0	100,00	2	0	100,00
TED	2012	2	2	0	100,00	2	0	100,00
TED	2011	3	3	0	100,00	3	0	100,00
TED	2010	2	2	0	100,00	2	0	100,00
TEE	2018	8	7	1	87,50	7	1	87,50
TEE	2017	10	10	0	100,00	10	0	100,00
TEE	2016	10	10	0	100,00	10	0	100,00
TEE	2015	10	10	0	100,00	10	0	100,00
TEE	2014	4	4	0	100,00	2	2	50,00
TEE	2013	5	5	0	100,00	5	0	100,00
TEE	2012	4	4	0	100,00	4	0	100,00
TEE	2011	2	2	0	100,00	2	0	100,00
TEE	2010	5	5	0	100,00	5	0	100,00
TEF	2018	2	2	0	100,00	2	0	100,00
TEF	2017	1	1	0	100,00	1	0	100,00
TEF	2016	6	6	0	100,00	6	0	100,00
TEF	2015	3	3	0	100,00	3	0	100,00
TEF	2014	1	1	0	100,00	1	0	100,00
TEF	2013	5	5	0	100,00	5	0	100,00
TEF	2012	4	4	0	100,00	4	0	100,00
TEF	2011	4	4	0	100,00	4	0	100,00
TEF	2010	2	2	0	100,00	2	0	100,00
TEG	2018	4	4	0	100,00	4	0	100,00
TEG	2017	1	1	0	100,00	1	0	100,00
TEG	2016	6	6	0	100,00	5	1	83,33
TEG	2015	6	6	0	100,00	6	0	100,00
TEG	2014	3	3	0	100,00	3	0	100,00
TEG	2013	2	2	0	100,00	2	0	100,00
TEG	2012	4	4	0	100,00	4	0	100,00
TEG	2011	3	3	0	100,00	3	0	100,00
TEG	2010	2	2	0	100,00	2	0	100,00
TEH	2018	3	3	0	100,00	3	0	100,00
TEH	2017	2	2	0	100,00	2	0	100,00
TEH	2016	6	6	0	100,00	6	0	100,00
TEH	2015	4	4	0	100,00	3	1	75,00
TEH	2014	3	3	0	100,00	3	0	100,00
TEH	2013	2	2	0	100,00	2	0	100,00
TEH	2012	2	2	0	100,00	2	0	100,00
TEH	2011	3	3	0	100,00	3	0	100,00
TEH	2010	5	5	0	100,00	5	0	100,00
TEI	2018	1	1	0	100,00	1	0	100,00
TEI	2013	1	1	0	100,00	1	0	100,00
TEI	2012	3	2	1	66,67	2	1	66,67
TEI	2011	2	1	1	50,00	1	1	50,00
TEI	2010	1	1	0	100,00	1	0	100,00
TEK	2018	6	4	2	66,67	4	2	66,67
TEK	2017	5	5	0	100,00	5	0	100,00
TEK	2016	8	8	0	100,00	8	0	100,00
TEK	2015	12	12	0	100,00	11	1	91,67
TEK	2014	11	11	0	100,00	11	0	100,00
TEK	2013	9	9	0	100,00	9	0	100,00
TEK	2012	6	6	0	100,00	6	0	100,00
TEK	2011	15	15	0	100,00	15	0	100,00
TEK	2010	20	18	2	90,00	17	3	85,00
TEL	2018	2	1	1	50,00	0	2	0,00
TEL	2016	4	4	0	100,00	4	0	100,00
TEL	2015	10	10	0	100,00	10	0	100,00
TEL	2014	3	3	0	100,00	3	0	100,00
TEL	2013	3	1	2	33,33	1	2	33,33
TEL	2012	2	2	0	100,00	2	0	100,00
TEL	2011	3	3	0	100,00	3	0	100,00
TEL	2010	2	2	0	100,00	2	0	100,00
TEM	2018	15	15	0	100,00	11	4	73,33
TEM	2017	20	13	7	65,00	12	8	60,00
TEM	2016	20	20	0	100,00	19	1	95,00
TEM	2015	26	25	1	96,15	25	1	96,15
TEM	2014	14	12	2	85,71	12	2	85,71
TEM	2013	14	14	0	100,00	14	0	100,00
TEM	2012	19	17	2	89,47	17	2	89,47
TEM	2011	32	32	0	100,00	32	0	100,00
TEM	2010	31	19	12	61,29	19	12	61,29
TEN	2018	2	2	0	100,00	2	0	100,00
TEN	2017	1	1	0	100,00	1	0	100,00
TEN	2016	3	3	0	100,00	3	0	100,00
TEN	2015	6	6	0	100,00	6	0	100,00
TEN	2014	2	2	0	100,00	2	0	100,00
TEN	2013	2	2	0	100,00	2	0	100,00
TEN	2010	1	1	0	100,00	1	0	100,00
TEO	2018	1	1	0	100,00	1	0	100,00
TEO	2015	1	1	0	100,00	1	0	100,00
TEO	2012	1	1	0	100,00	1	0	100,00
TEP	2016	1	1	0	100,00	1	0	100,00
TEP	2011	1	1	0	100,00	1	0	100,00
TEP	2010	1	1	0	100,00	1	0	100,00
TEQ	2018	1	1	0	100,00	1	0	100,00
TEQ	2017	2	2	0	100,00	2	0	100,00
TEQ	2015	1	1	0	100,00	1	0	100,00
TEQ	2014	3	3	0	100,00	3	0	100,00
TEQ	2012	1	1	0	100,00	1	0	100,00
TES	2013	2	1	1	50,00	1	1	50,00
TES	2012	1	0	1	0,00	0	1	0,00
TES	2011	1	0	1	0,00	0	1	0,00
TES	2010	1	0	1	0,00	0	1	0,00
TEX	2011	1	1	0	100,00	1	0	100,00
TH	2019	4	3	1	75,00	3	1	75,00
TH	2018	120	107	13	89,17	106	14	88,33
TH	2017	152	113	39	74,34	112	40	73,68
TH	2016	157	120	37	76,43	119	38	75,80
TH	2015	168	122	46	72,62	122	46	72,62
TH	2014	163	124	39	76,07	119	44	73,01
TH	2013	174	119	55	68,39	119	55	68,39
TH	2012	161	100	61	62,11	100	61	62,11
TH	2011	212	155	57	73,11	155	57	73,11
TH	2010	180	116	64	64,44	116	64	64,44
THA	2018	2	2	0	100,00	2	0	100,00
THA	2017	1	1	0	100,00	1	0	100,00
THA	2015	1	1	0	100,00	1	0	100,00
THA	2014	3	3	0	100,00	3	0	100,00
THA	2013	2	2	0	100,00	2	0	100,00
THA	2012	2	2	0	100,00	2	0	100,00
THA	2011	1	1	0	100,00	1	0	100,00
THA	2010	4	4	0	100,00	4	0	100,00
THB	2018	6	5	1	83,33	5	1	83,33
THB	2016	1	1	0	100,00	1	0	100,00
THB	2015	4	4	0	100,00	4	0	100,00
THB	2014	2	1	1	50,00	1	1	50,00
THB	2013	2	2	0	100,00	2	0	100,00
THB	2012	4	4	0	100,00	4	0	100,00
THB	2010	3	3	0	100,00	3	0	100,00
THC	2018	6	4	2	66,67	4	2	66,67
THC	2017	2	0	2	0,00	0	2	0,00
THC	2016	8	6	2	75,00	6	2	75,00
THC	2015	8	5	3	62,50	5	3	62,50
THC	2014	10	7	3	70,00	6	4	60,00
THC	2013	11	9	2	81,82	9	2	81,82
THC	2012	4	3	1	75,00	3	1	75,00
THC	2011	14	9	5	64,29	9	5	64,29
THC	2010	8	8	0	100,00	8	0	100,00
THD	2019	2	1	1	50,00	1	1	50,00
THD	2018	12	12	0	100,00	12	0	100,00
THD	2017	16	9	7	56,25	9	7	56,25
THD	2016	17	14	3	82,35	14	3	82,35
THD	2015	19	15	4	78,95	15	4	78,95
THD	2014	16	14	2	87,50	13	3	81,25
THD	2013	18	16	2	88,89	16	2	88,89
THD	2012	18	10	8	55,56	10	8	55,56
THD	2011	15	12	3	80,00	12	3	80,00
THD	2010	15	10	5	66,67	10	5	66,67
THE	2018	12	11	1	91,67	10	2	83,33
THE	2017	19	13	6	68,42	13	6	68,42
THE	2016	24	23	1	95,83	22	2	91,67
THE	2015	17	15	2	88,24	15	2	88,24
THE	2014	17	16	1	94,12	16	1	94,12
THE	2013	17	17	0	100,00	17	0	100,00
THE	2012	20	15	5	75,00	15	5	75,00
THE	2011	32	27	5	84,38	27	5	84,38
THE	2010	16	13	3	81,25	13	3	81,25
THF	2019	1	1	0	100,00	1	0	100,00
THF	2018	11	10	1	90,91	10	1	90,91
THF	2017	6	3	3	50,00	3	3	50,00
THF	2016	9	8	1	88,89	8	1	88,89
THF	2015	7	5	2	71,43	5	2	71,43
THF	2014	9	5	4	55,56	5	4	55,56
THF	2013	9	6	3	66,67	6	3	66,67
THF	2012	10	9	1	90,00	9	1	90,00
THF	2011	16	16	0	100,00	16	0	100,00
THF	2010	15	12	3	80,00	12	3	80,00
THG	2018	13	11	2	84,62	11	2	84,62
THG	2017	21	16	5	76,19	16	5	76,19
THG	2016	19	15	4	78,95	15	4	78,95
THG	2015	21	13	8	61,90	13	8	61,90
THG	2014	22	15	7	68,18	15	7	68,18
THG	2013	18	12	6	66,67	12	6	66,67
THG	2012	17	9	8	52,94	9	8	52,94
THG	2011	28	18	10	64,29	18	10	64,29
THG	2010	21	16	5	76,19	16	5	76,19
THH	2018	2	2	0	100,00	2	0	100,00
THH	2017	3	3	0	100,00	3	0	100,00
THH	2016	2	2	0	100,00	2	0	100,00
THH	2015	8	7	1	87,50	7	1	87,50
THH	2014	4	4	0	100,00	4	0	100,00
THH	2013	7	6	1	85,71	6	1	85,71
THH	2012	5	3	2	60,00	3	2	60,00
THH	2011	4	3	1	75,00	3	1	75,00
THH	2010	5	4	1	80,00	4	1	80,00
THI	2018	16	12	4	75,00	12	4	75,00
THI	2017	16	10	6	62,50	10	6	62,50
THI	2016	15	8	7	53,33	8	7	53,33
THI	2015	16	9	7	56,25	9	7	56,25
THI	2014	17	12	5	70,59	12	5	70,59
THI	2013	15	6	9	40,00	6	9	40,00
THI	2012	11	4	7	36,36	4	7	36,36
THI	2011	19	14	5	73,68	14	5	73,68
THI	2010	13	4	9	30,77	4	9	30,77
THJ	2018	11	11	0	100,00	11	0	100,00
THJ	2017	6	6	0	100,00	6	0	100,00
THJ	2016	12	12	0	100,00	12	0	100,00
THJ	2015	13	11	2	84,62	11	2	84,62
THJ	2014	9	9	0	100,00	9	0	100,00
THJ	2013	7	6	1	85,71	6	1	85,71
THJ	2012	5	4	1	80,00	4	1	80,00
THJ	2011	5	5	0	100,00	5	0	100,00
THJ	2010	4	4	0	100,00	4	0	100,00
THK	2018	1	1	0	100,00	1	0	100,00
THK	2017	4	4	0	100,00	4	0	100,00
THK	2016	5	5	0	100,00	5	0	100,00
THK	2015	2	2	0	100,00	2	0	100,00
THK	2014	1	1	0	100,00	1	0	100,00
THK	2013	3	3	0	100,00	3	0	100,00
THK	2012	3	2	1	66,67	2	1	66,67
THK	2011	2	2	0	100,00	2	0	100,00
THK	2010	1	1	0	100,00	1	0	100,00
THL	2018	10	10	0	100,00	10	0	100,00
THL	2017	14	14	0	100,00	14	0	100,00
THL	2016	8	6	2	75,00	6	2	75,00
THL	2015	7	7	0	100,00	7	0	100,00
THL	2014	9	9	0	100,00	9	0	100,00
THL	2013	11	11	0	100,00	11	0	100,00
THL	2012	15	14	1	93,33	14	1	93,33
THL	2011	21	21	0	100,00	21	0	100,00
THL	2010	19	17	2	89,47	17	2	89,47
THM	2019	1	1	0	100,00	1	0	100,00
